sse,layer,angles_layer,angles_floor,angles_side,points_layer,points_floor,points_side,tilted_layer,tilted_floor,tilted_side,pdb_path
A3E,A,14.403077313380845,75.53328618330355,1.315670345315363,0.519519165723186,0.6411529891937781,2.1860240379529072,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_folding/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001.pdb
A4E,A,21.435333101888574,68.5607985423066,0.33086784707290473,0.1890694804719309,0.07712640425952108,7.174299890063577,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_folding/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001.pdb
B1H,A,7.046823761583166,81.82962099758241,4.111874212946587,9.888241791349863,0.4537692035530727,0.2672098951360007,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_folding/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001.pdb
A1E,A,-21.56410163256621,68.34195754471197,1.930190460217668,0.005016751102107659,0.8171002593830184,7.054963485644747,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_folding/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001.pdb
A2E,A,-9.674096561391737,79.01700145907513,5.151562488276845,0.3256184363340759,0.09801062949052458,2.3065046167548786,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_folding/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001.pdb
A3E,A,13.714261217971327,76.25633478467198,-0.8866055556282352,0.3738304020195293,0.6259861468271574,2.4497222240890246,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_folding/_pdb_files/154/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_154_funfol_template_sketch_0001.pdb
A4E,A,20.391176792238657,69.48657824542491,-2.145667353672959,0.2286440493311101,0.09798990618176982,7.260948371772049,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_folding/_pdb_files/154/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_154_funfol_template_sketch_0001.pdb
B1H,A,5.6199246360074895,82.45495355363849,-5.018879290088541,10.054367941829632,1.0046161158485294,0.22680100732003045,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_folding/_pdb_files/154/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_154_funfol_template_sketch_0001.pdb
A1E,A,-18.59612958454672,71.28178505597714,-2.056611360988553,0.1246229121620315,0.7944147873446508,7.200842103778107,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_folding/_pdb_files/154/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_154_funfol_template_sketch_0001.pdb
A2E,A,-14.625730619388099,75.27935651037816,-1.629835146628203,0.013920466161956451,0.2665935441132937,2.5074299992670466,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_folding/_pdb_files/154/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_154_funfol_template_sketch_0001.pdb
