sse,layer,angles_layer,angles_floor,angles_side,points_layer,points_floor,points_side,tilted_layer,tilted_floor,tilted_side,pdb_path
A3E,A,-15.898135624311037,-74.04341036347749,-1.3094026423792404,0.5481339294584375,0.7061438496839808,2.338126148216603,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_design/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_des_srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001_0004.pdb
A4E,A,-20.85395207108158,-69.14380406193428,0.1938848065745408,0.2090271363054272,0.3340189285609645,7.095835034942424,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_design/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_des_srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001_0004.pdb
B1H,A,-6.896621692148843,-82.53865393972646,2.8347746208455438,9.796897683950759,0.5318608552288707,0.3183927726195783,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_design/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_des_srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001_0004.pdb
A1E,A,23.58681513031005,-66.24436562467919,-2.678204443055653,0.32501086834684445,0.4496740901698437,6.865598356754588,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_design/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_des_srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001_0004.pdb
A2E,A,8.149377876786298,-79.66161428717983,6.3224506808236764,0.665114689126506,0.07723909917968409,2.5628696552933845,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_design/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_des_srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001_0004.pdb
A3E,A,15.208791162328847,74.7873080905033,-0.4304654806040912,0.5260569487050033,0.7873878790436396,2.4221561493339236,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_design/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_des_srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001_0005.pdb
A4E,A,20.672857544114922,69.32232255305597,0.5261254462256972,0.21841895873178585,0.2938077275682248,7.0485014731365725,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_design/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_des_srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001_0005.pdb
B1H,A,5.992053175065434,82.7339459786633,4.098571164769085,9.810971251327167,0.6388750318727504,0.25154996815504466,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_design/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_des_srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001_0005.pdb
A1E,A,-23.416356964332326,66.42987595533289,-2.51822842665822,0.34860809690827754,0.6487923402207882,6.95059359297399,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_design/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_des_srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001_0005.pdb
A2E,A,-9.277989166300696,78.24653428482677,7.148925579638539,0.6544024580693918,0.15536117273598307,2.519303233151217,0.0,0.0,0.0,srch1PGX/natlik/db/absuperfamily70120/corrections2XY/mid/connectivity/A3E.A4E.B1H.A1E.A2E/statistic/funfoldes_design/_pdb_files/128/srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_des_srch1PGX_natlik_db_absuperfamily70120_corrections2XY_mid_128_funfol_template_sketch_0001_0005.pdb
